fish,stage,day,mean_y,median_y,std_y,mean_μ_μ_y,median_μ_μ_y,mean_μ_μ_hdi_3,median_μ_μ_hdi_3,mean_μ_μ_hdi_97,median_μ_μ_hdi_97,mean_σ_μ_y,median_σ_μ_y,mean_σ_μ_hdi_3,median_σ_μ_hdi_3,mean_σ_μ_hdi_97,median_σ_μ_hdi_97,mean_ppc_y,median_ppc_y,mean_ppc_hdi_3,median_ppc_hdi_3,mean_ppc_hdi_97,median_ppc_hdi_97,plotday,μ_hdi_3_gamma_medians,μ_hdi_97_gamma_medians,μ_hdi_3_gamma_means,μ_hdi_97_gamma_means,y_gamma_means,y_gamma_medians
21,Baseline,6.0,6.164697980333333,4.7344904375,4.671532553946409,3.708,3.708,3.111,3.111,4.336,4.336,3.272,3.272,2.66,2.66,3.855,3.855,5.6401666666666666,5.631,0.5313333333333333,0.502,11.563833333333333,11.5705,6,4.139406187252736,5.856365963857236,4.139406187252736,5.856365963857236,7.85692201062035,6.672083512947884
21,Baseline,7.0,3.761495379,3.429802508,1.444322811531326,3.704,3.704,3.1680000000000006,3.168,4.287,4.287,3.1940000000000004,3.194,2.654,2.654,3.781,3.781,5.550833333333333,5.5395,0.5833333333333334,0.585,11.418666666666667,11.413499999999999,7,4.18323757566606,5.772168473040356,4.18323757566606,5.772168473040356,4.089726280197917,3.782715226849257
21,Baseline,8.0,3.690078418166667,3.01562362,1.6185737541314464,3.7000000000000006,3.7,3.1839999999999997,3.184,4.214,4.214,3.126,3.126,2.587,2.587,3.64,3.64,5.514500000000001,5.522,0.6338333333333334,0.6315,11.285833333333334,11.3,8,4.157679016274845,5.628696974419305,4.157679016274849,5.628696974419305,4.098096382875141,3.4879504030372677
21,Baseline,9.0,5.116138144,3.7798433425,3.1728359148238234,3.6970000000000005,3.697,3.206,3.206,4.176,4.176,3.0660000000000003,3.066,2.568,2.568,3.56,3.56,5.423000000000001,5.418,0.604,0.58,11.049333333333335,11.058,9,4.165134803140182,5.550245893650288,4.165134803140182,5.550245893650288,6.135269355994545,4.994809262876298
21,Baseline,10.0,7.594731642666666,6.435296133,4.782412190348513,3.695,3.695,3.196,3.196,4.114,4.114,3.012,3.012,2.548,2.548,3.4820000000000007,3.482,5.333,5.3425,0.7386666666666666,0.716,10.784666666666666,10.7355,10,4.145245946869251,5.453122482047082,4.145245946869251,5.45312248204708,9.145821468720259,8.148676759167675
21,Baseline,11.0,5.758103854333334,3.6834324115,4.679680763955884,3.692,3.692,3.262,3.262,4.14,4.14,2.9629999999999996,2.963,2.506,2.506,3.39,3.39,5.316833333333333,5.3365,0.7338333333333334,0.737,10.762333333333332,10.7835,11,4.176762631091636,5.421218978290279,4.176762631091636,5.421218978290279,7.519659456571164,5.8424902741557805
21,Baseline,12.0,4.0644124365,4.302675542999999,1.3340269322297782,3.69,3.69,3.251,3.251,4.103,4.103,2.919,2.919,2.528,2.528,3.363,3.363,5.3025,5.298500000000001,0.7426666666666667,0.7185,10.607833333333334,10.564,12,4.180016787612655,5.37467901706963,4.180016787612655,5.37467901706963,4.330964567939307,4.5566640998934735
21,Baseline,13.0,3.7425621696666664,3.7218380755,0.9939598276055736,3.688,3.688,3.253,3.253,4.088,4.088,2.878,2.878,2.502,2.502,3.304,3.304,5.237,5.2405,0.7793333333333333,0.8,10.539,10.519,13,4.166895262656095,5.328017119329509,4.166895262656095,5.328017119329509,3.9079379711199205,3.8880295033277465
21,Baseline,14.0,5.354121309333333,5.5294522785,1.6684335839102087,3.686,3.686,3.264,3.264,4.1,4.1,2.8409999999999997,2.841,2.458,2.458,3.231,3.231,5.198666666666667,5.1915,0.7285,0.743,10.348666666666666,10.312999999999999,14,4.151259336710407,5.296103673741358,4.151259336710407,5.296103673741358,5.673151588081431,5.839796274263235
21,Baseline,15.0,7.387962793833334,4.8748061525,4.962412940608443,3.6839999999999997,3.684,3.259,3.259,4.098,4.098,2.807,2.807,2.437,2.437,3.1839999999999997,3.184,5.234333333333333,5.214,0.8564999999999999,0.8414999999999999,10.4415,10.4855,15,4.135178521375033,5.2675564701344655,4.135178521375033,5.267556470134464,9.06312379549,6.962746933717324
21,Baseline,16.0,3.2415707351666665,2.512250908,1.5036000048805918,3.682,3.682,3.246,3.246,4.089,4.089,2.775,2.775,2.398,2.398,3.128,3.128,5.187333333333334,5.179,0.7661666666666666,0.7949999999999999,10.351166666666666,10.365,16,4.102219647210612,5.228104808688082,4.102219647210612,5.228104808688082,3.636828844319922,2.984283553735203
21,Baseline,17.0,8.654607485333335,9.236593419,3.163993198334147,3.68,3.68,3.247,3.247,4.104,4.104,2.746,2.746,2.366,2.366,3.094,3.094,5.1575,5.1565,0.7454999999999999,0.7505,10.152333333333333,10.152999999999999,17,4.085152901886658,5.221533477230057,4.085152901886658,5.221533477230057,9.345757726351998,9.891764756380367
21,Baseline,18.0,4.512662493333333,4.366135141,2.0389044607182014,3.679,3.679,3.249,3.249,4.119,4.119,2.719,2.719,2.34,2.34,3.07,3.07,5.1255,5.133,0.8241666666666667,0.859,10.174333333333333,10.1755,18,4.072361436100842,5.220708400469893,4.072361436100842,5.220708400469893,5.038249412134112,4.904785024723067
21,Baseline,19.0,5.702568326666667,5.7419092675000005,2.888491056749247,3.677,3.677,3.231,3.231,4.116,4.116,2.6940000000000004,2.694,2.309,2.309,3.051,3.051,5.110833333333333,5.1145,0.8511666666666667,0.865,10.135,10.128499999999999,19,4.039778023398124,5.207479276529099,4.039778023398124,5.207479276529099,6.511961244057315,6.547350538309921
21,Baseline,20.0,4.351525873333333,3.8786691965,2.118912558808536,3.676,3.676,3.214,3.214,4.114,4.114,2.67,2.67,2.299,2.299,3.054,3.054,5.0865,5.09,0.84,0.8505,10.102333333333334,10.09,20,4.019715241668192,5.2074678479246295,4.019715241668192,5.2074678479246295,4.928706380145541,4.504557516860512
21,Baseline,21.0,7.999695328666667,6.532157842,4.063449240894497,3.674,3.674,3.1940000000000004,3.194,4.111,4.111,2.648,2.648,2.276,2.276,3.0499999999999994,3.05,5.058666666666666,5.0489999999999995,0.7665000000000001,0.768,9.914833333333332,9.881499999999999,21,3.989878758410591,5.202674011485884,3.9898787584105917,5.202674011485889,9.140602355555897,7.839912499227073
21,Baseline,22.0,4.851226195,4.4454440989999995,2.1604591282348604,3.673,3.673,3.2000000000000006,3.2,4.135,4.135,2.627,2.627,2.238,2.238,3.028,3.028,5.0625,5.058,0.8395,0.877,9.9425,9.9555,22,3.9740143038844584,5.210725531623477,3.974014303884459,5.210725531623477,5.402138294544678,5.033116956509969
21,Baseline,23.0,6.109537150833333,5.8763906,3.726185398589996,3.672,3.672,3.185,3.185,4.139,4.139,2.608,2.608,2.2,2.2,3.0179999999999993,3.018,4.9959999999999996,4.9945,0.8216666666666667,0.819,9.6825,9.715,23,3.940269419899548,5.208536946345419,3.940269419899548,5.208536946345414,7.293676701730024,7.0902213749594205
21,Baseline,24.0,4.790467341,3.204350359,4.286755713850902,3.67,3.67,3.177,3.177,4.146,4.146,2.59,2.59,2.174,2.174,3.017,3.017,5.0185,5.027,0.91,0.902,9.815666666666667,9.865,24,3.9191657526224977,5.21393633759009,3.9191657526224977,5.21393633759009,6.486616268502807,5.220413129774378
21,Baseline,25.0,3.5307129141666667,3.0405918775,1.4791081354392837,3.669,3.669,3.172,3.172,4.159,4.159,2.573,2.573,2.14,2.14,3.01,3.01,4.987166666666666,4.989,0.8528333333333333,0.8485,9.722333333333333,9.695,25,3.8963322945258145,5.221102867398392,3.8963322945258145,5.221102867398392,3.890677226314288,3.4432044118969256
21,Baseline,26.0,5.046650419166666,5.084680136499999,2.5582436741410643,3.6680000000000006,3.668,3.154,3.154,4.157,4.157,2.557,2.557,2.105,2.105,3.0050000000000003,3.005,4.966666666666667,4.9765,0.8251666666666667,0.8115,9.673333333333334,9.7155,26,3.8618228341980823,5.216612601744131,3.8618228341980823,5.216612601744131,5.763900418163202,5.7981080344286315
21,Baseline,27.0,3.1766627406666665,3.210730341,0.8967919992655335,3.667,3.667,3.167,3.167,4.195,4.195,2.541,2.541,2.064,2.064,2.994,2.994,4.9895000000000005,5.003,0.8111666666666667,0.7925,9.651666666666667,9.685,27,3.8509669707953305,5.242914189577632,3.8509669707953305,5.242914189577632,3.3341151704548984,3.366718955161339
21,Baseline,28.0,4.526903473666667,4.5104173575,1.8641190463388562,3.666,3.666,3.157,3.157,4.199,4.199,2.527,2.527,2.04,2.04,2.994,2.994,4.965833333333333,4.9670000000000005,0.9125,0.8835,9.694,9.729,28,3.8294434242713846,5.246330191263545,3.8294434242713846,5.246330191263545,4.974557384081079,4.959343379547457
21,Rotation,1.0,6.644271175500001,5.819667694,2.291346236332935,5.195,5.195,3.081,3.081,7.358,7.358,3.1940000000000004,3.194,1.768,1.768,5.16,5.16,6.765833333333333,6.7725,1.0841666666666667,1.055,13.182833333333335,13.224499999999999,29,3.620866382074198,9.145462366473991,3.620866382074198,9.145462366473991,7.121394639037154,6.350877926309273
21,Rotation,2.0,5.194262987666666,5.073127833,1.976021871722045,4.013,4.013,3.052,3.052,4.917,4.917,2.309,2.309,1.623,1.623,3.042,3.042,5.097833333333333,5.106,1.2698333333333334,1.2565,9.637500000000001,9.655000000000001,30,3.5225936342751405,5.8926053072810225,3.5225936342751405,5.8926053072810225,5.639998228723699,5.527338757428359
21,Rotation,3.0,4.029125449166666,2.8457972975,2.2159131719147607,3.552,3.552,2.92,2.92,4.178,4.178,1.9799999999999998,1.98,1.4910000000000003,1.491,2.491,2.491,4.448333333333333,4.445,1.163,1.18,8.243,8.238,31,3.34018875179233,4.9580626388291025,3.340188751792331,4.9580626388291025,4.6866690265507716,3.6607347003090767
21,Rotation,4.0,3.0252135435,2.6973916405000002,0.8612725223817295,3.337,3.337,2.866,2.866,3.8729999999999998,3.873,1.829,1.829,1.452,1.452,2.29,2.29,4.1265,4.1285,1.141,1.1400000000000001,7.6273333333333335,7.656499999999999,32,3.2729292200747344,4.586225310589966,3.2729292200747344,4.586225310589966,3.1775483938113487,2.865525448986124
21,Rotation,5.0,4.291945912166667,3.2129108029999998,2.401688359782615,3.2230000000000003,3.223,2.7739999999999996,2.774,3.6489999999999996,3.649,1.75,1.75,1.399,1.399,2.149,2.149,3.986666666666667,3.9875,1.0331666666666666,1.002,7.302,7.259,33,3.164806697704028,4.316568637830657,3.164806697704028,4.316568637830657,5.0130378776760525,4.076220945235477
21,Rotation,6.0,3.7736271778333332,2.6698315215,1.8849523637833308,3.157,3.157,2.7520000000000002,2.752,3.552,3.552,1.704,1.704,1.365,1.365,2.058,2.058,3.891166666666667,3.8815,1.0276666666666667,1.0339999999999998,7.086166666666666,7.0969999999999995,34,3.1287984977186922,4.18445240210781,3.128798497718693,4.18445240210781,4.296586626236109,3.325394681578253
21,Rotation,7.0,3.1011260338333333,2.79048457,0.7261682632490516,3.115,3.115,2.7449999999999997,2.745,3.497,3.497,1.675,1.675,1.356,1.356,1.9989999999999999,1.999,3.847,3.841,1.043,1.053,6.969833333333334,6.9755,35,3.1182213453380436,4.1058367770099675,3.1182213453380436,4.1058367770099675,3.2090328006459683,2.9091391889260305
21,Rotation,8.0,3.300874997833333,2.622186079,1.5869691920291893,3.087,3.087,2.719,2.719,3.454,3.454,1.655,1.655,1.357,1.357,1.968,1.968,3.825833333333333,3.8275,0.9691666666666666,0.952,6.934,6.9315,36,3.095254892285546,4.052092180236247,3.095254892285546,4.052092180236247,3.7291755729390665,3.1240025166532477
21,Rotation,9.0,5.190827502833334,5.07496501,2.072489214362368,3.068,3.068,2.693,2.693,3.426,3.426,1.641,1.641,1.3549999999999998,1.355,1.945,1.945,3.7961666666666667,3.7954999999999997,1.0170000000000001,1.007,6.890666666666667,6.875500000000001,37,3.0708897085881306,4.015673087283846,3.0708897085881306,4.015673087283846,5.676625647708533,5.569439842093092
21,Rotation,10.0,3.3345664501666668,3.3395693895,0.9379322749334,3.0529999999999995,3.053,2.677,2.677,3.416,3.416,1.631,1.631,1.3500000000000003,1.35,1.929,1.929,3.775,3.7935,0.9594999999999999,0.9735,6.8309999999999995,6.79,38,3.0541026934805173,3.9987315410986177,3.054102693480519,3.9987315410986177,3.4987158634625968,3.5035035080272285
21,Rotation,11.0,3.5278325445000003,3.0589093965,1.14225943604885,3.042,3.042,2.655,2.655,3.408,3.408,1.622,1.622,1.341,1.341,1.917,1.917,3.7561666666666667,3.754,1.0015,0.9830000000000001,6.749,6.7065,39,3.0300057658927524,3.985590808535193,3.0300057658927524,3.985590808535193,3.753466305485895,3.31274932111295
21,Rotation,12.0,2.9077351955000004,2.468782665,1.1958327113982148,3.033,3.033,2.641,2.641,3.406,3.406,1.6160000000000003,1.616,1.3549999999999998,1.355,1.925,1.925,3.746166666666667,3.746,1.0046666666666668,1.0085,6.745333333333334,6.734,40,3.024154535498001,3.9878576899190326,3.024154535498002,3.9878576899190326,3.1946187517797506,2.793281343091225
21,Rotation,13.0,3.334764997666667,3.019520789,0.9030638505073045,3.026,3.026,2.623,2.623,3.405,3.405,1.61,1.61,1.336,1.336,1.907,1.907,3.7276666666666665,3.7345,1.0461666666666665,1.0225,6.8356666666666674,6.85,41,2.998840489868637,3.9778953422732903,2.998840489868637,3.9778953422732903,3.4876272207590575,3.1862224703529014
21,Rotation,14.0,5.782958023333333,4.6340149725,4.398795825702396,3.02,3.02,2.622,2.622,3.4249999999999994,3.425,1.606,1.606,1.34,1.34,1.914,1.914,3.7023333333333333,3.6955,1.0050000000000001,1.0185,6.739333333333334,6.7155000000000005,42,2.999866695923188,3.9991473982496526,2.999866695923188,3.9991473982496526,7.379759118806038,6.425480023390865
21,Rotation,15.0,3.400981557833333,2.5954420540000003,1.63662660287927,3.015,3.015,2.603,2.603,3.419,3.419,1.602,1.602,1.322,1.322,1.902,1.902,3.7278333333333333,3.7315,0.9788333333333333,0.996,6.7364999999999995,6.753,43,2.974143085588568,3.9877993320462077,2.974143085588568,3.9877993320462077,3.842984776364887,3.1267188299035977
21,Washout,1.0,8.039146832166667,7.3077555545,6.134266051226656,3.881,3.881,1.739,1.739,6.274,6.274,5.079,5.079,2.65,2.65,8.017,8.017,7.404833333333333,7.406499999999999,0.15883333333333335,0.17099999999999999,17.069333333333333,16.957,44,3.0423655691762344,9.98087294224952,3.0423655691762344,9.98087294224952,10.269873280641786,9.656747874724411
21,Washout,2.0,5.041814817,3.3684570154999998,4.216918738094352,3.394,3.394,2.297,2.297,4.556,4.556,3.266,3.266,2.119,2.119,4.559,4.559,5.3795,5.383,0.36533333333333334,0.3705,11.424333333333331,11.4045,45,3.1481446996121165,6.459234932639647,3.1481446996121165,6.459234932639647,6.653539166249369,5.3030971382162315
21,Washout,3.0,3.9639296083333337,3.4735069545,1.280341862876525,3.171,3.171,2.487,2.487,3.959,3.959,2.448,2.448,1.429,1.429,3.2870000000000004,3.287,4.5183333333333335,4.515499999999999,0.6771666666666666,0.679,9.258833333333333,9.29,46,2.9237300637011288,5.2104505130428675,2.9237300637011288,5.210450513042867,4.216320139300164,3.7550598157908457
21,Washout,4.0,3.193494272166667,3.0818688575,0.7581641057714518,3.048,3.048,2.518,2.518,3.579,3.579,1.9959999999999998,1.996,1.302,1.302,2.672,2.672,4.031333333333333,4.032,0.7103333333333334,0.7150000000000001,7.757666666666666,7.7835,47,2.8881954864313952,4.538794747351195,2.8881954864313952,4.538794747351195,3.3075716045395436,3.1996717983877425
21,Washout,5.0,3.7144992573333333,2.5240506725,2.83027526515944,2.9730000000000003,2.973,2.521,2.521,3.385,3.385,1.716,1.716,1.234,1.234,2.242,2.242,3.7565000000000004,3.7584999999999997,0.7891666666666667,0.775,6.961166666666667,6.955,48,2.8584087855714,4.135381310183723,2.8584087855714,4.135381310183723,4.742901357088742,3.7662798086310607
21,Washout,6.0,4.238380301333334,3.5271469745,1.9202424282622748,2.924,2.924,2.527,2.527,3.3160000000000003,3.316,1.53,1.53,1.141,1.141,1.9240000000000002,1.924,3.5718333333333327,3.5715,1.023,1.0194999999999999,6.4944999999999995,6.5135,49,2.8209820497618767,3.9078300136736197,2.8209820497618767,3.9078300136736197,4.734396965577576,4.093014145774501
21,Washout,7.0,3.2612612136666663,2.8115439550000003,1.2691781924274272,2.89,2.89,2.487,2.487,3.275,3.275,1.402,1.402,1.056,1.056,1.757,1.757,3.4651666666666667,3.465,1.0153333333333332,1.013,6.043333333333333,6.057,50,2.746677451642439,3.787563039422874,2.746677451642439,3.787563039422874,3.5527938570959545,3.1384935649279564
21,Washout,8.0,4.0251109524999995,2.725043445,2.740774686561945,2.866,2.866,2.479,2.479,3.292,3.292,1.31,1.31,0.965,0.965,1.697,1.697,3.3836666666666666,3.377,1.0988333333333333,1.1235,5.923166666666667,5.957000000000001,51,2.7007085074701562,3.7734634763693764,2.7007085074701562,3.7734634763693764,4.95798557692848,3.871907824049545
21,Washout,9.0,2.694872825333333,2.5943876825,0.4210511978877443,2.8480000000000003,2.848,2.465,2.465,3.317,3.317,1.243,1.243,0.826,0.826,1.6450000000000002,1.645,3.315166666666667,3.311,1.1255,1.121,5.711666666666667,5.716,52,2.6329336068119185,3.7710426131969634,2.6329336068119185,3.771042613196965,2.737738439570002,2.6388361674706196
21,Washout,10.0,2.8499603543333336,2.8165077805000003,0.41354057277255074,2.8349999999999995,2.835,2.418,2.418,3.3059999999999996,3.306,1.194,1.194,0.7639999999999999,0.764,1.673,1.673,3.2761666666666667,3.2755,1.071,1.073,5.569333333333333,5.586,53,2.5658218944003957,3.774483921286347,2.565821894400393,3.774483921286347,2.889179665257866,2.8561746939802406
21,ReRotation,1.0,5.551241428166667,5.161209684,2.49000069627582,4.816,4.816,1.848,1.848,7.535,7.535,5.047,5.047,1.846,1.846,9.046,9.046,8.092,8.091000000000001,0.25,0.242,18.18766666666667,18.2515,54,2.6180281924525053,11.61773697905194,2.6180281924525053,11.61773697905194,6.189622674161147,5.834927140972528
